,summary,Mitigation,Impact,Causes,Hazard,word
Wakayama,7.026334572831434,0.16623167601603264,0.03196243591013776,-0.02846098382676878,-0.19043500653541665,Wakayama
save wakayama,5.700472048525715,0.15577872072529675,0.02449909390988799,-0.023447121985066457,-0.173429314205613,save wakayama
ume,12.012820910691426,0.19121281584568356,0.02706703924233255,-0.031828344796659275,-0.21502886331178303,ume
wakayama ume,6.680003406770038,0.16776572257716563,0.019675267283771565,-0.023742964472600565,-0.18325938856161197,wakayama ume
ume from,7.505879723836714,0.17615955956764406,0.014224709702655387,-0.023196858125989813,-0.18875352629655587,ume from
from hail,9.848648437647993,0.19485477638055282,-0.004171772755178181,-0.01976371116833158,-0.1968255754979236,from hail
hail da+mög+e,8.050481832925973,0.1061142914884264,0.19743051390098312,-0.09324212620520746,-0.2587987943757734,hail da+mög+e
Amid,6.602087076180794,0.18914654409658785,0.08156151269226776,-0.07583054641428011,-0.23170701552130155,Amid
da+mög+e amid,6.454991370923222,0.1335111658296827,0.10409364790760506,-0.05329841119894264,-0.20917488030596407,da+mög+e amid
poor,5.831427971964229,0.11912817609186468,0.12242243173614564,-0.059003171381593625,-0.208133668857102,poor
amid poor,5.831427971964229,0.11912817609186468,0.12242243173614564,-0.059003171381593625,-0.208133668857102,amid poor
crop,5.694264849265224,0.08218475217281627,0.2018164857750343,-0.09099983452942055,-0.23628060040928953,crop
poor crop,5.694264849265224,0.08218475217281627,0.2018164857750343,-0.09099983452942055,-0.23628060040928953,poor crop
some,13.44015080613035,0.054826699637112106,0.059873711003002,-0.10745010863407702,-0.016519248782362033,some
crop some,5.23398181316506,0.10804695810958571,0.1290466189179099,-0.06009419227551166,-0.2014528987723689,crop some
companies,4.994799696162551,0.11448338882743031,0.1043478422323413,-0.050001543614551634,-0.18852127255787487,companies
some companie+s,4.994799696162551,0.11448338882743031,0.1043478422323413,-0.050001543614551634,-0.18852127255787487,some companie+s
companie+s have,4.660044011405537,0.11854048481196944,0.07921849604496231,-0.039702943667690206,-0.1733892126020377,companie+s have
adopted,4.667696110691235,0.12865396567668796,0.053944600007882836,-0.030743093714035927,-0.1653212812345957,adopted
have adopted,4.667696110691235,0.12865396567668796,0.053944600007882836,-0.030743093714035927,-0.1653212812345957,have adopted
marketing,4.9257490085538125,0.1437878657617782,0.02644430942609988,-0.022108726121690982,-0.16172403007267439,marketing
adopted marketing,4.9257490085538125,0.1437878657617782,0.02644430942609988,-0.022108726121690982,-0.16172403007267439,adopted marketing
tactic,5.374556769314198,0.1510827487713064,0.025556278781028903,-0.023028953166220716,-0.16903115015828848,tactic
marketing tactic,5.374556769314198,0.1510827487713064,0.025556278781028903,-0.023028953166220716,-0.16903115015828848,marketing tactic
highlighting,6.1533122027476965,0.16165947918153942,0.02254234891989917,-0.023741423041478926,-0.17852445218402763,highlighting
tactic highlighting,6.1533122027476965,0.16165947918153942,0.02254234891989917,-0.023741423041478926,-0.17852445218402763,tactic highlighting
hail-damaged,9.848648437647993,0.19485477638055282,-0.004171772755178181,-0.01976371116833158,-0.1968255754979236,hail-damaged
highlighting hail-damaged,9.848648437647993,0.19485477638055282,-0.004171772755178181,-0.01976371116833158,-0.1968255754979236,highlighting hail-damaged
hail-damaged ume,6.680003406770038,0.16776572257716563,0.019675267283771565,-0.023742964472600565,-0.18325938856161197,hail-damaged ume
MINABE,5.518842690435357,0.13618088564334332,0.0701853385766977,-0.03888694429934594,-0.18563322235390536,MINABE
WAKAYAMA,5.097546506439596,0.1344599406559298,0.058605922189327114,-0.03368120972916747,-0.1750399162260248,WAKAYAMA
minab+e wakayama,5.097546506439596,0.1344599406559298,0.058605922189327114,-0.03368120972916747,-0.1750399162260248,minab+e wakayama
PREF,4.772411066416159,0.13181220687216225,0.05092224729094998,-0.030026398098278815,-0.16649452704928677,PREF
wakayama pref,4.772411066416159,0.13181220687216225,0.05092224729094998,-0.030026398098278815,-0.16649452704928677,wakayama pref
Undeterred,4.6070060860738415,0.129987170410405,0.04737770973323179,-0.028256258069254594,-0.16194252700360215,Undeterred
undeterred major,4.3163604572180665,0.1259191679784989,0.041666939033518244,-0.025244112925999523,-0.15347403886473113,undeterred major
setbacks,4.219369474889994,0.12429593979836959,0.03989185483271196,-0.024256593712784245,-0.150483152184065,setbacks
major setbacks,4.219369474889994,0.12429593979836959,0.03989185483271196,-0.024256593712784245,-0.150483152184065,major setbacks
setbacks that,4.095026270366045,0.1220024316715115,0.037700356934863635,-0.022996025514298274,-0.14650373636430997,setbacks that
recently,4.034677732917567,0.12079844188404627,0.036668144640786146,-0.02238462040927414,-0.14450751743834783,recently
that recently,4.034677732917567,0.12079844188404627,0.036668144640786146,-0.02238462040927414,-0.14450751743834783,that recently
befell,3.9384467807273777,0.11874845997186577,0.03506088305943123,-0.021407631565645048,-0.14122776960120315,befell
recently befell,3.9384467807273777,0.11874845997186577,0.03506088305943123,-0.021407631565645048,-0.14122776960120315,recently befell
befell the,3.8726523885190316,0.11725025364599517,0.03398715071361991,-0.02073666034846027,-0.13891161103116428,befell the
famed,3.838033835433466,0.11642902835811209,0.03342974570219461,-0.0203821790147368,-0.13766723255508767,famed
the famed,3.838033835433466,0.11642902835811209,0.03342974570219461,-0.0203821790147368,-0.13766723255508767,the famed
Kishu,3.789638585361281,0.11524159227239056,0.03265865264154533,-0.01988453571623085,-0.13589640816404272,Kishu
famed kishu,3.789638585361281,0.11524159227239056,0.03265865264154533,-0.01988453571623085,-0.13589640816404272,famed kishu
kishu ume,3.7449906114598357,0.11410409003928483,0.03195513550494432,-0.019422865315900897,-0.1342289762624626,kishu ume
plums,3.690497313702355,0.11265909609458036,0.031105881238597328,-0.018855445146979444,-0.13214776327614441,plums
ume plums,3.690497313702355,0.11265909609458036,0.031105881238597328,-0.018855445146979444,-0.13214776327614441,ume plums
grown,3.6529169476292447,0.11162501306399168,0.030525711547891674,-0.018461223762888918,-0.1306815765239024,grown
plums grown,3.6529169476292447,0.11162501306399168,0.030525711547891674,-0.018461223762888918,-0.1306815765239024,plums grown
grown wakayama,3.601097800791647,0.11014691385567633,0.029732343151496424,-0.017913178395514644,-0.12861642302983517,grown wakayama
Prefecture,3.553996092625972,0.10874891249487055,0.029017121015574562,-0.017409980357596958,-0.12669351784335317,Prefecture
wakayama prefecture,3.553996092625972,0.10874891249487055,0.029017121015574562,-0.017409980357596958,-0.12669351784335317,wakayama prefecture
umeboshi,3.4973740363998114,0.10699670609687251,0.02816369834481102,-0.016797870060865215,-0.12432116033832463,umeboshi
prefecture umeboshi,3.4973740363998114,0.10699670609687251,0.02816369834481102,-0.016797870060865215,-0.12432116033832463,prefecture umeboshi
pickled,3.4588518403065667,0.1057580858774829,0.027586399542642803,-0.016376424966329572,-0.12266734610412489,pickled
umeboshi pickled,3.4588518403065667,0.1057580858774829,0.027586399542642803,-0.016376424966329572,-0.12266734610412489,umeboshi pickled
plum,3.690497313702355,0.11265909609458036,0.031105881238597328,-0.018855445146979444,-0.13214776327614441,plum
pickled plum,3.690497313702355,0.11265909609458036,0.031105881238597328,-0.018855445146979444,-0.13214776327614441,pickled plum
makers,3.4082407796460963,0.1040710509403166,0.026831162836004153,-0.01581589481359885,-0.12044305910029998,makers
plum makers,3.4082407796460963,0.1040710509403166,0.026831162836004153,-0.01581589481359885,-0.12044305910029998,plum makers
makers are,3.384393908499439,0.10283640619072024,0.027543881906827064,-0.015906534186148815,-0.11968897206966768,makers are
working,3.3715829214007282,0.10207933433480783,0.028149345955726247,-0.0160290264494697,-0.11934351719249582,working
are working,3.3715829214007282,0.10207933433480783,0.028149345955726247,-0.0160290264494697,-0.11934351719249582,are working
developing,5.741736857366305,0.06039207629864232,-0.009624237222777655,0.02713433770566276,-0.07747511868756528,developing
working developing,3.3382784331031323,0.10007522917285055,0.0297525307817357,-0.016354768494749393,-0.11843376818046632,working developing
new,6.480007655712192,-0.0360187093370462,0.0639340940141314,0.004078398614263581,-0.03368517786286426,new
developing new,3.3075134073237495,0.09817656000976814,0.03127154315823142,-0.01666519858606392,-0.11757795173239322,developing new
product…,3.2968935885762023,0.09751031787968992,0.031804522467701386,-0.01677451505812381,-0.11727898947878705,product…
new product…,3.2968935885762023,0.09751031787968992,0.031804522467701386,-0.01677451505812381,-0.11727898947878705,new product…
+229,3.271547914046381,0.09589723138678197,0.033094719923980935,-0.01703995798178244,-0.1165579369510164,+229
product… +229,3.271547914046381,0.09589723138678197,0.033094719923980935,-0.01703995798178244,-0.1165579369510164,product… +229
+229 char+s,3.259476560911015,0.09511737514606335,0.033718301555596526,-0.017168656028154306,-0.11621071749077592,+229 char+s
Scattered,5.598190022752086,-0.07132579063443933,0.006403920974731944,0.022481207696095146,0.03641610407907895,Scattered
scattered rain,6.923593311737941,-0.07933903035691835,0.006796759914030546,0.023481438632622732,0.04181299846660504,scattered rain
rain thunderstorms,9.422873699165402,-0.08850429233848257,0.0071595405350329865,0.024430414477421183,0.048139462756642576,rain thunderstorms
thunderstorms expected,5.774653038479909,-0.07260158840359048,0.006470470461844685,0.02264965814732752,0.03726888253722173,thunderstorms expected
Coachella,6.828733186440151,-0.039212926079138385,0.07230423135723961,-0.02718176950694552,-0.01011038989418582,Coachella
expected coachella,4.990402184073252,-0.06624056311036175,0.006125494451668442,0.021779001263915437,0.03303616268752475,expected coachella
coachella valley,6.434105089418216,-0.05099415529918948,0.049604603096073306,-0.009300669667061194,0.006926882653082906,coachella valley
See,4.409196060032283,-0.06004827706807591,0.005761378642521076,0.020864271616150648,0.028952585404552072,See
see forecast,4.321710235503995,-0.058968572606402564,0.005695398482718246,0.02069873551209734,0.028243272178979362,see forecast
forecast the,4.156254255391814,-0.0567986627517483,0.005560754544902082,0.020361027162327325,0.026819633043279577,forecast the
National,21.35408456236308,0.022344174105677177,-0.04178312349731236,0.002841459414594937,0.01481054640142417,National
the national,17.285588082445972,0.011545584765808404,-0.03933512940680646,-0.0016339274300885397,0.02674121331883277,the national
national weather,15.422215309778055,0.022514813376415855,-0.03371295081408532,4.856514881185229e-05,0.009963175509685951,national weather
weather service,15.424049287013524,0.017862054748460695,-0.029641431380453633,-0.000342640829218518,0.011019888678787192,weather service
said,3.811656107695487,-0.04904065317543501,0.009761701076148235,0.01621573860445362,0.020031854676367915,said
service said,3.811656107695487,-0.04904065317543501,0.009761701076148235,0.01621573860445362,0.020031854676367915,service said
said showers,3.7848172203235375,-0.04479245277113126,0.016317598168642363,0.011269806393308086,0.014720262579571581,said showers
showers are,3.7495849670428862,-0.037841957897284124,0.02723551508612724,0.0029328760322169588,0.0058378251233692025,showers are
possible,18.829150028373025,0.01814511157462536,-0.02878829402958799,0.009133341991160174,0.001203034123179691,possible
are possible,3.735398709858602,-0.03424796420421473,0.03297068176608879,-0.0014984263418869248,0.0011500792145600167,are possible
Friday,11.659270944728089,0.05780595879538314,-0.02487428196924074,0.052840986759141326,-0.08626167019717249,Friday
possible friday,3.706766321202683,-0.022649727853856057,0.051852684776849275,-0.01635578419114761,-0.014420314406582185,possible friday
friday and,3.7006812043336748,-0.01500363886008841,0.0645637609318018,-0.026604504081082614,-0.02505080727377714,friday and
cautioned,3.7013872614509706,-0.010195042562056288,0.07264132152552617,-0.033227665430633144,-0.03188217051430732,cautioned
and cautioned,3.7013872614509706,-0.010195042562056288,0.07264132152552617,-0.033227665430633144,-0.03188217051430732,and cautioned
cautioned possible,3.735398709858602,-0.03424796420421473,0.03297068176608879,-0.0014984263418869248,0.0011500792145600167,cautioned possible
brief,6.5853911496375455,0.048307443687574926,0.040870212517643265,-0.03501195658336696,-0.055166318006096865,brief
possible brief,3.9095217922475123,0.019612220577579227,0.12707103661226213,-0.0798547714615025,-0.07824792875756174,possible brief
localized,4.079278030242787,0.03773554102653012,0.15985217942054528,-0.11034627962601941,-0.10835434178767137,localized
brief localized,4.079278030242787,0.03773554102653012,0.15985217942054528,-0.11034627962601941,-0.10835434178767137,brief localized
localized flooding,4.753330874560681,0.11014011867966314,0.2817624808177691,-0.24448582851773487,-0.2418998704943529,localized flooding
the coachella,4.136041042183126,0.013745742692760516,0.1227295969989081,-0.07513215973247907,-0.0716101869582825,the coachella
valley expected,4.100865915607334,-0.03094379566198449,0.04829490406051717,-0.01220945575979802,-0.007065203712964378,valley expected
see,4.180587343872971,-0.04937739950996421,0.018898871490168053,0.010582267484824857,0.016930207759679166,see
expected see,4.180587343872971,-0.04937739950996421,0.018898871490168053,0.010582267484824857,0.016930207759679166,expected see
mix,4.2434363520601135,-0.05796374974419732,0.005633381117419183,0.020543173417267996,0.02758373141197023,mix
see mix,4.2434363520601135,-0.05796374974419732,0.005633381117419183,0.020543173417267996,0.02758373141197023,see mix
cloudy,5.810691800381708,0.010622798234658061,-0.0017644636827476514,0.044082027443322146,-0.051389572054825,cloudy
mix cloudy,4.386361497771118,-0.05977072933462845,0.005744484150760662,0.020821881501156703,0.028770185372891267,mix cloudy
skies,6.085744997448898,0.011293570308932173,-0.002409296624524366,0.044274133605705014,-0.051612067381505665,skies
